ID,Title,Directed by,Produced by,Cinematography,Running Time (int),Release Date (datetime),Distributed by,Language,Written by,Starring,Edited by,Production companies,Release Year,SentimentScore,Budget (float),Box Office Status
1710,Bad Boys for Life,Adil & Bilall,"['Jerry Bruckheimer', 'Will Smith', 'Doug Belgrad']",Robrecht Heyvaert,124.0,2020-01-17,Sony Pictures Releasing,English,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan']","['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Paola Núñez', 'Charles Melton', 'Kate del Castillo', 'Nicky Jam', 'Joe Pantoliano']","['Dan Lebental', 'Peter McNulty']","['Columbia Pictures', '2.0 Entertainment', 'Don Simpson/Jerry Bruckheimer Films', 'Overbrook Entertainment']",2020,0.67,90000000.0,Success
1711,Dolittle,Stephen Gaghan,"['Joe Roth', 'Jeff Kirschenbaum', 'Susan Downey']",Guillermo Navarro,101.0,2020-01-17,Universal Pictures,English,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand']","['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen', 'Jim Broadbent', 'Jessie Buckley', 'Harry Collett', 'Emma Thompson', 'Rami Malek', 'John Cena', 'Kumail Nanjiani', 'Octavia Spencer', 'Tom Holland', 'Craig Robinson', 'Ralph Fiennes', 'Selena Gomez', 'Marion Cotillard', 'Kasia Smutniak', 'Ralph Ineson', 'Carmel Laniado', 'Frances de la Tour', 'Jason Mantzoukas', 'Joanna Page', 'Elliot Barnes-Worrell']","['Craig Alpert', 'Chris Lebenzon']","['R/K Films', 'Team Downey Productions', 'Perfect World Pictures']",2020,0.63,175000000.0,Failure
1712,The Gentlemen,Guy Ritchie,"['Guy Ritchie', 'Ivan Atkinson', 'Bill Block']",Alan Stewart,113.0,2019-12-03,"['Entertainment Film Distributors (United Kingdom)', 'STXfilms (United States)']",English,Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Henry Golding', 'Michelle Dockery', 'Jeremy Strong', 'Eddie Marsan', 'Colin Farrell', 'Hugh Grant']","['James Herbert', 'Paul Machliss']","['Miramax', 'Toff Guy Films']",2019,0.75,22000000.0,Success
1713,The Turning,Floria Sigismondi,"['Scott Bernstein', 'Roy Lee']",David Ungaro,94.0,2020-01-23,Universal Pictures,English,"['Carey W. Hayes', 'Chad Hayes']","['Mackenzie Davis', 'Finn Wolfhard', 'Brooklynn Prince', 'Joely Richardson']","['Duwayne Dunham', 'Glenn Garland']","['DreamWorks Pictures', 'Amblin Entertainment', 'Vertigo Entertainment', 'Reliance Entertainment', 'Chislehurst Entertainment']",2020,0.46,14000000.0,Failure
1714,The Last Full Measure,Todd Robinson,"['Julian Adams', 'Michael Bassick', 'Timothy Scott Bogart', 'Nicholas Cafritz', 'Adi Cohen', 'Mark Damon', 'Pen Densham', 'Petr Jákl', 'Robert Reed Peterson', 'Jordi Reliu', 'Shaun Sanghani', 'Lauren Selig', 'Sidney Sherman', 'John Watson', 'TJ Steyn']",Byron Werner,110.0,2019-10-19,Roadside Attractions,English,Todd Robinson,"['Sebastian Stan', 'Christopher Plummer', 'William Hurt', 'Ed Harris', 'Samuel L. Jackson', 'Peter Fonda', 'LisaGay Hamilton', 'Jeremy Irvine', 'Diane Ladd', 'Amy Madigan', 'Linus Roache', 'John Savage', 'Alison Sudol', 'Bradley Whitford']","['Claudia Castello', 'Terel Gibson', 'Richard Nord']","['Foresight Unlimited', 'SSS Entertainment', 'BCL Finance Group', 'Boss Collaboration', 'Lightbox Pictures', 'Provocator', 'SC Films Thailand Co']",2019,0.83,20000000.0,Failure
1715,The Rhythm Section,Reed Morano,"['Barbara Broccoli', 'Michael G. Wilson']",Sean Bobbitt,109.0,2020-01-31,Paramount Pictures,English,Mark Burnell,"['Blake Lively', 'Jude Law', 'Sterling K. Brown']",Joan Sobel,"['Eon Productions', 'Global Road Entertainment', 'Storyoscopic Films']",2020,0.81,50000000.0,Failure
1716,Gretel & Hansel,Oz Perkins,"['Brian Kavanaugh-Jones', 'Fred Berger']",Galo Olivares,87.0,2020-01-31,United Artists Releasing,English,Rob Hayes,"['Sophia Lillis', 'Sam Leakey', 'Alice Krige', 'Jessica De Gouw']","['Josh Ethier', 'Julia Wong']","['Orion Pictures', 'Automatik Entertainment', 'Bron Creative']",2020,0.51,5000000.0,Success
1717,The Assistant,Kitty Green,"['Kitty Green', 'James Schamus', 'Scott Macaulay', 'P. Jennifer Dana', 'Ross Jacobson']",Michael Latham,87.0,2019-08-30,Bleecker Street,English,Kitty Green,"['Julia Garner', 'Matthew Macfadyen', 'Makenzie Leigh', 'Kristine Froseth', 'Jon Orsini', 'Noah Robbins']","['Kitty Green', 'Blair McClendon']","['Symbolic Exchange', '3311 Productions', 'Level Forward', 'Cinereach', 'Forensic Films', 'Bellmer Pictures', 'JJ Homeward Productions']",2019,0.1666666666666666,1700000.0,Failure
1718,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Cathy Yan,"['Margot Robbie', 'Bryan Unkeless', 'Sue Kroll']",Matthew Libatique,109.0,2020-01-25,Warner Bros. Pictures,English,Christina Hodson,"['Margot Robbie', 'Mary Elizabeth Winstead', 'Jurnee Smollett-Bell', 'Rosie Perez', 'Chris Messina', 'Ella Jay Basco', 'Ali Wong', 'Ewan McGregor']","['Jay Cassidy', 'Evan Schiff']","['Warner Bros. Pictures', 'DC Films', 'LuckyChap Entertainment', 'Clubhouse Pictures', 'Kroll & Co. Entertainment']",2020,0.56,82000000.0,Success
1719,Fantasy Island,Jeff Wadlow,"['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",Toby Oliver,109.0,2020-02-14,Sony Pictures Releasing,English,"['Jeff Wadlow', 'Chris Roach', 'Jillian Jacobs']","['Michael Peña', 'Maggie Q', 'Lucy Hale', 'Austin Stowell', 'Jimmy O. Yang', 'Ryan Hansen', 'Portia Doubleday', 'Michael Rooker']",Sean Albertson,"['Columbia Pictures', 'Blumhouse Productions']",2020,0.55,7000000.0,Success
1720,The Photograph,Stella Meghie,"['James Lopez', 'Will Packer']",Mark Schwartzbard,106.0,2020-02-14,Universal Pictures,English,Stella Meghie,"['Issa Rae', 'Lakeith Stanfield', 'Lil Rel Howery', 'Rob Morgan', 'Courtney B. Vance']",Shannon Baker Davis,"['Will Packer Productions', 'Perfect World Pictures']",2020,0.6511627906976745,16000000.0,Failure
1721,The Call of the Wild,Chris Sanders,"['Erwin Stoff', 'James Mangold']",Janusz Kamiński,100.0,2020-02-21,20th Century Studios,English,Michael Green,"['Harrison Ford', 'Omar Sy', 'Dan Stevens', 'Karen Gillan', 'Bradley Whitford']","['William Hoy', 'David Heinz']","['20th Century Studios', 'TSG Entertainment', '3 Arts Entertainment']",2020,0.53,125000000.0,Failure
1722,Emma.,Autumn de Wilde,"['Tim Bevan', 'Eric Fellner', 'Graham Broadbent', 'Pete Czernin']",Christopher Blauvelt,124.0,2020-02-14,"['Focus Features (United States)', 'Universal Pictures (international)']",English,Eleanor Catton,"['Anya Taylor-Joy', 'Johnny Flynn', ""Josh O'Connor"", 'Callum Turner', 'Mia Goth', 'Miranda Hart', 'Bill Nighy']",Nick Emerson,"['Perfect World Pictures', 'Working Title Films', 'Blueprint Pictures']",2020,0.79,10000000.0,Success
1723,Brahms: The Boy II,William Brent Bell,"['Matt Berenson', 'Gary Lucchesi', 'Tom Rosenberg', 'Jim Wedaa', 'Eric Reid', 'Roy Lee', 'Richard S. Wright']",Karl Walter Lindenlaub,86.0,2020-02-21,STX Entertainment,English,Stacey Menear,"['Katie Holmes', 'Ralph Ineson', 'Owain Yeoman', 'Christopher Convery']",Brian Berdan,"['Lakeshore Entertainment', 'STXfilms']",2020,0.41,10000000.0,Failure
1724,Impractical Jokers: The Movie,Chris Henchy,"['Jim Ziegler', 'Buddy Enright', 'Chris Henchy', 'Joe Gatto', 'James Murray', 'Brian Quinn', 'Sal Vulcano']",Chris Darnell,93.0,2020-02-21,WarnerMedia,English,"['Chris Henchy', 'Joe Gatto', 'James Murray', 'Brian Quinn', 'Sal Vulcano']","['James Murray', 'Brian Quinn', 'Sal Vulcano', 'Joe Gatto', 'Paula Abdul', 'Casey Jost', 'Jaden Smith']",Thomas M. Vogt,"['Funny or Die', 'truTV']",2020,0.48,3000000.0,Success
1725,The Invisible Man,Leigh Whannell,"['Jason Blum', 'Kylie du Fresne']",Stefan Duscio,124.0,2020-02-27,Universal Pictures,English,Leigh Whannell,"['Elisabeth Moss', 'Aldis Hodge', 'Storm Reid', 'Harriet Dyer', 'Michael Dorman', 'Oliver Jackson-Cohen']",Andy Canny,"['Blumhouse Productions', 'Goalpost Pictures', 'Nervous Tick Productions']",2020,0.46,7000000.0,Success
1726,Wendy,Benh Zeitlin,"['Becky Glupczynski', 'Dan Janvey', 'Paul Mezey', 'Josh Penn']",Sturla Brandth Grøvlen,112.0,2020-01-26,Searchlight Pictures,English,"['Benh Zeitlin', 'Eliza Zeitlin']","['Devin France', 'Yashua Mack', 'Gage Naquin', 'Gavin Naquin', 'Ahmad Cage', 'Krzysztof Meyn', 'Romyri Ross']",Affonso Gonçalves,"['Searchlight Pictures', 'TSG Entertainment', 'Department of Motion Pictures', 'Journeyman Pictures']",2020,0.71,6000000.0,Failure
1728,The Way Back,Gavin O'Connor,"['Gordon Gray', 'Jennifer Todd', ""Gavin O'Connor"", 'Ravi Mehta']",Eduard Grau,108.0,2020-03-06,Warner Bros. Pictures,English,Brad Ingelsby,"['Ben Affleck', 'Al Madrigal', 'Michaela Watkins', 'Janina Gavankar']",David Rosenbloom,"['Warner Bros. Pictures', 'Bron Creative', 'Mayhem Pictures', 'Film Tribe']",2020,0.71,21000000.0,Failure
1729,First Cow,Kelly Reichardt,"['Neil Kopp', 'Vincent Savino', 'Anish Savjani']",Christopher Blauvelt,121.0,2019-08-30,A24,English,"['Jonathan Raymond', 'Kelly Reichardt']","['John Magaro', 'Orion Lee', 'Toby Jones', 'Ewen Bremner', 'Scott Shepherd', 'Gary Farmer', 'Lily Gladstone']",Kelly Reichardt,"['FilmScience', 'IAC Films']",2019,0.65,2000000.0,Failure
1730,Bloodshot,David S. F. Wilson,"['Neal H. Moritz', 'Toby Jaffe', 'Dinesh Shamdasani', 'Vin Diesel']",Jacques Jouffret,109.0,2020-03-10,Sony Pictures Releasing,English,"['Jeff Wadlow', 'Eric Heisserer']","['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell', 'Talulah Riley', 'Lamorne Morris', 'Guy Pearce']",Jim May,"['Columbia Pictures', 'Bona Film Group', 'Cross Creek Pictures', 'Original Film', 'Annabell Pictures', 'The Hideaway Entertainment', 'One Race Films', 'Valiant Entertainment']",2020,0.49,45000000.0,Failure
1731,The Hunt,Craig Zobel,"['Jason Blum', 'Damon Lindelof']",Darran Tiernan,90.0,2020-03-11,Universal Pictures,English,"['Nick Cuse', 'Damon Lindelof']","['Ike Barinholtz', 'Betty Gilpin', 'Emma Roberts', 'Hilary Swank']",Jane Rizzo,"['Blumhouse Productions', 'White Rabbit Productions']",2020,0.69,14000000.0,Failure
1732,I Still Believe,Erwin brothers,"['Kevin Downes', 'Jon Erwin', 'Andrew Erwin']",Kristopher Kimlin,116.0,2020-03-07,Lionsgate,English,"['Jon Erwin', 'Jon Gunn', 'Madeline Carroll']","['KJ Apa', 'Britt Robertson', 'Melissa Roxburgh', 'Nathan Parsons', 'Shania Twain', 'Gary Sinise']","['Parker Adams', 'Ben Smallbone']","['Kingdom Story Company', 'Kevin Downes Productions', 'Erwin Brothers Entertainment']",2020,0.83,12000000.0,Failure
1733,Never Rarely Sometimes Always,Eliza Hittman,"['Adele Romanski', 'Sara Murphy']",Hélène Louvart,101.0,2020-01-24,"['Focus Features (United States)', 'Universal Pictures', ' (international)']",English,Eliza Hittman,"['Sidney Flanigan', 'Talia Ryder', 'Théodore Pellerin', 'Ryan Eggold', 'Sharon Van Etten']",Scott Cummings,"['Focus Features', 'BBC Films', 'Pastel Productions', 'Tango Entertainment', 'Mutressa Movies', 'Cinereach']",2020,0.73,5000000.0,Failure
1735,The Wretched,The Pierce Brothers,"['Chang Tseng', 'Ed Polgardy', 'Brett Pierce', 'Drew Pierce', 'Travis Cultreri']",Conor Murphy,96.0,2019-07-19,IFC Midnight,English,The Pierce Brothers,"['John-Paul Howard', 'Piper Curda', 'Zarah Mahler', 'Kevin Bigley', 'Gabriela Quezada Bloomgarden', 'Richard Ellis', 'Blane Crockarell', 'Jamison Jones', 'Azie Tesfai']",Terry Yates,Little Runway,2019,0.3295454545454545,66000.0,Success
1736,Capone,Josh Trank,"['Russell Ackerman', 'John Schoenfelder', 'Lawrence Bender', 'Aaron L. Gilbert']",Peter Deming,104.0,2020-05-12,"['Vertical Entertainment', 'Redbox Entertainment']",English,Josh Trank,"['Tom Hardy', 'Linda Cardellini', 'Jack Lowden', 'Noel Fisher', 'Kyle MacLachlan', 'Matt Dillon']",Josh Trank,"['Bron Studios', 'Lawrence Bender Productions', 'Addictive Pictures', 'Endeavor Content', 'AI Film Entertainment', 'Creative Wealth Media']",2020,0.52,20600000.0,Failure
1738,The High Note,Nisha Ganatra,"['Tim Bevan', 'Eric Fellner']",Jason McCormick,113.0,2020-05-29,Focus Features,English,Flora Greeson,"['Dakota Johnson', 'Tracee Ellis Ross', 'Kelvin Harrison Jr.', 'Zoë Chao', 'Bill Pullman', 'Eddie Izzard', 'Ice Cube']",Wendy Greene Bricmont,"['Working Title Films', 'Perfect World Pictures']",2020,0.76,20000000.0,Failure
1739,The King of Staten Island,Judd Apatow,"['Judd Apatow', 'Barry Mendel']",Robert Elswit,137.0,2020-06-12,Universal Pictures,English,"['Judd Apatow', 'Pete Davidson', 'Dave Sirus']","['Pete Davidson', 'Marisa Tomei', 'Bill Burr', 'Bel Powley', 'Maude Apatow', 'Steve Buscemi']","['Jay Cassidy', 'William Kerr', 'Brian Scott Olds']","['Apatow Productions', 'Perfect World Pictures']",2020,0.72,35000000.0,Failure
1740,My Spy,Peter Segal,"['Chris Bender', 'Peter Segal', 'Jake Weiner', 'Robert Simonds', 'Gigi Pritzker', 'Dave Bautista', 'Jonathan Meisner']",Larry Blanford,99.0,2020-01-09,"['Amazon Studios (United States)', 'STX Entertainment (international)']",English,"['Jon Hoeber', 'Erich Hoeber']","['Dave Bautista', 'Chloe Coleman', 'Kristen Schaal', 'Parisa Fitz-Henley', 'Ken Jeong']",Jason Gourson,"['STXfilms', 'MWM Studios']",2020,0.69,18000000.0,Failure
1741,Money Plane,Andrew Lawrence,"['Richard Switzer', 'Tyler W. Konney']",Pasha Patriki,82.0,2020-07-10,Quiver Distribution,English,"['Andrew Lawrence', 'Tim Schaaf']","['Adam Copeland', 'Kelsey Grammer', 'Thomas Jane', 'Denise Richards']",Austin Nordell,"['Taylor & Dodge Entertainment', ""Dawn's Light Productions""]",2020,0.65,586443.0,Failure
1742,Palm Springs,Max Barbakow,"['Andy Samberg', 'Akiva Schaffer', 'Becky Sloviter', 'Jorma Taccone', 'Chris Parker', 'Dylan Sellers']",Quyen Tran,90.0,2020-01-26,"['Hulu', 'Neon']",English,Andy Siara,"['Andy Samberg', 'Cristin Milioti', 'J. K. Simmons']","['Matthew Friedman', 'Andrew Dickler']","['Limelight Productions', 'Lonely Island Classics', 'Sun Entertainment']",2020,0.8,5000000.0,Failure
1744,The Rental,Dave Franco,"['Dave Franco', 'Elizabeth Haggard', 'Teddy Schwarzman', 'Ben Stillman', 'Joe Swanberg', 'Christopher Storer']",Christian Sprenger,88.0,2020-06-18,"['IFC Films (United States)', 'STXfilms (International)']",English,"['Dave Franco', 'Joe Swanberg']","['Dan Stevens', 'Alison Brie', 'Sheila Vand', 'Jeremy Allen White', 'Toby Huss']",Kyle Reiter,Black Bear Pictures,2020,0.67,3500000.0,Failure
1745,The Secret: Dare to Dream,Andy Tennant,"['Rhonda Byrne', 'Robert W. Cort', 'Joe Gelchion', 'Matthew George', 'Robert Katz']",Andrew Dunn,107.0,2020-07-31,"['Lionsgate', 'Roadside Attractions', 'Gravitas Ventures']",English,"['Andy Tennant', 'Bekah Brunstetter', 'Rick Parks']","['Katie Holmes', 'Josh Lucas', ""Jerry O'Connell"", 'Celia Weston']",Troy Takaki,"['Savvy Media Holdings', 'Robert Cort Productions', 'Covert Media', 'Illumination Productions', 'Shine Box', 'Tri G']",2020,0.6052631578947368,9200000.0,Failure
1746,An American Pickle,Brandon Trost,"['Seth Rogen', 'Evan Goldberg', 'James Weaver']",John Guleserian,89.0,2020-08-06,Warner Bros. Pictures,English,Simon Rich,"['Seth Rogen', 'Sarah Snook']",Lisa Zeno Churgin,"['Sony Pictures Entertainment', 'Warner Max', 'Point Grey Pictures']",2020,0.5571428571428572,20000000.0,Failure
1747,The Tax Collector,David Ayer,"['Chris Long', 'David Ayer', 'Tyler Thompson', 'Matt Antoun']",Salvatore Totino,95.0,2020-07-30,RLJE Films,English,David Ayer,"['George Lopez', 'Shia LaBeouf']",Geoffrey O'Brien,"['Cross Creek Pictures', 'Cedar Park Entertainment', 'iWood Studios', 'Atwater Capital']",2020,0.58,4000000.0,Failure
1749,Unhinged,Derrick Borte,"['Lisa Ellzey', 'Andrew Gunn', 'Mark Gill']",Brendan Galvin,93.0,2020-07-16,Solstice Studios,English,Carl Ellsworth,"['Russell Crowe', 'Caren Pistorius', 'Gabriel Bateman', 'Jimmi Simpson', 'Austin P. McKenzie']","['Steve Mirkovich', 'Michael McCusker', 'Tim Mirkovich']","['Ingenious Media', 'Burek Films']",2020,0.51,33000000.0,Failure
1750,Cut Throat City,RZA,"['William Clevinger', 'Sean Lydiard', 'Elliott Michael Smith', 'Michael Mendelsohn', 'Kyle Tekiela']",Brandon Cox,123.0,2020-08-21,Well Go USA Entertainment,English,Paul Cuschieri,"['Shameik Moore', 'Demetrius Shipp Jr.', 'Denzel Whitaker', 'Keean Johnson', 'Kat Graham', 'T.I.', 'Terrence Howard', 'Rob Morgan', 'Eiza González', 'Ethan Hawke', 'Wesley Snipes']","[""Joe D'Augustine"", 'Chris Berkenkamp']","['Rumble Riot Pictures', 'Patriot Pictures', 'XYZ Films']",2020,0.71,8900000.0,Failure
1751,Words on Bathroom Walls,Thor Freudenthal,"['Pete Shilaimon', 'Mickey Liddell', 'Thor Freudenthal']",Michael Goi,111.0,2020-08-21,Roadside Attractions,English,Nick Naveda,"['Charlie Plummer', 'Andy García', 'Taylor Russell', 'AnnaSophia Robb', 'Beth Grant', 'Molly Parker', 'Walton Goggins']",Peter McNulty,"['LD Entertainment', 'Kick the Habit Productions']",2020,0.7,9300000.0,Failure
1752,Bill & Ted Face the Music,Dean Parisot,"['Scott Kroopf', 'Alex Lebovici', 'David Haring', 'Steve Ponce', 'Ed Solomon', 'Alex Winter']",Shelly Johnson,91.0,2020-08-28,United Artists Releasing,English,"['Chris Matheson', 'Ed Solomon']","['Keanu Reeves', 'Alex Winter', 'Kristen Schaal', 'Samara Weaving', 'Brigette Lundy-Paine', 'Anthony Carrigan', 'Erinn Hayes', 'Jayma Mays', 'Holland Taylor', 'Kid Cudi', 'William Sadler', 'Jillian Bell']",Don Zimmerman,"['Orion Pictures', 'Endeavor Content', 'Hammerstone Studios']",2020,0.65,25000000.0,Failure
1753,The New Mutants,Josh Boone,"['Karen Rosenfelt', 'Lauren Shuler Donner', 'Simon Kinberg']",Peter Deming,94.0,2020-08-28,20th Century Studios,English,"['Josh Boone', 'Knate Lee']","['Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton', 'Alice Braga', 'Blu Hunt', 'Henry Zaga', 'Adam Beach']","['Robb Sullivan', 'Matthew Rundell', 'Andrew Buckland']","['20th Century Studios', 'Marvel Entertainment', 'Kinberg Genre', 'Sunswept Entertainment', 'TSG Entertainment']",2020,0.4,67000000.0,Failure
1754,The Personal History of David Copperfield,Armando Iannucci,"['Armando Iannucci', 'Kevin Loader']",Zac Nicholson,119.0,2019-09-05,"['Lionsgate (United Kingdom)', 'Searchlight Pictures (North America)']",English,"['Simon Blackwell', 'Armando Iannucci']","['Dev Patel', 'Aneurin Barnard', 'Peter Capaldi', 'Morfydd Clark', 'Daisy May Cooper', 'Rosalind Eleazar', 'Hugh Laurie', 'Tilda Swinton', 'Ben Whishaw', 'Paul Whitehouse']","['Mick Audsley', 'Peter Lambert']","['FilmNation Entertainment', 'Film4']",2019,0.65,15600000.0,Failure
1755,Centigrade,Brendan Walsh,"['Amanda Bowers', 'Molly Conners', 'Vincent Morano', 'Keri Nakamoto', 'Jane Oster', 'Bradley J. Ross', 'Brendan Walsh']",Seamus Tierney,97.0,2020-08-28,IFC Midnight,English,"['Daley Nixon', 'Brendan Walsh']","['Genesis Rodriguez', 'Vincent Piazza']",Bradley J. Ross,"Manhattan Productions, Phiphen Pictures",2020,0.28,1000000.0,Failure
1756,Tenet,Christopher Nolan,"['Emma Thomas', 'Christopher Nolan']",Hoyte van Hoytema,150.0,2020-08-26,Warner Bros. Pictures,English,Christopher Nolan,"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Dimple Kapadia', 'Michael Caine', 'Kenneth Branagh']",Jennifer Lame,Syncopy,2020,0.65,205000000.0,Failure
1757,Mulan,Niki Caro,"['Chris Bender', 'Jake Weiner', 'Jason T. Reed']",Mandy Walker,115.0,2020-03-09,Walt Disney Studios Motion Pictures,English,"['Rick Jaffa Amanda Silver', 'Lauren Hynek', 'Elizabeth Martin']","['Yifei Liu', 'Donnie Yen', 'Jason Scott Lee', 'Yoson An', 'Gong Li', 'Jet Li']",David Coulson,"['Walt Disney Pictures', 'Jason T. Reed Productions', 'Good Fear Productions']",2020,0.55,200000000.0,Failure
1758,The Broken Hearts Gallery,Natalie Krinsky,David Gross,Alar Kivilo,108.0,2020-09-03,"['Sony Pictures Releasing (International)', 'Elevation Pictures (Canada)']",English,Natalie Krinsky,"['Geraldine Viswanathan', 'Dacre Montgomery', 'Utkarsh Ambudkar', 'Molly Gordon', 'Phillipa Soo', 'Bernadette Peters']",Shawn Paper,"['TriStar Pictures', 'Stage 6 Films', 'No Trace Camping', 'Telefilm Canada', 'Ontario Creates']",2020,0.71,8000000.0,Failure
1759,The Secrets We Keep,Yuval Adler,"['Lorenzo di Bonaventura', 'Stuart Ford', 'Erik Howsam', 'Adam Riback', 'Greg Shapiro']",Kolja Brandt,97.0,2020-09-16,Bleecker Street,English,"['Ryan Covington', 'Yuval Adler']","['Noomi Rapace', 'Joel Kinnaman', 'Chris Messina']",Richard Mettler,"['AGC Studios', 'Fibonacci Films', 'Image Nation Abu Dhabi', 'dB Pictures', 'Echo Lake Entertainment']",2020,0.4705882352941176,7200000.0,Failure
1760,The Trial of the Chicago 7,Aaron Sorkin,"['Stuart M. Besser', 'Matt Jackson', 'Marc Platt', 'Tyler Thompson']",Phedon Papamichael,130.0,2020-09-25,Netflix,English,Aaron Sorkin,"['Yahya Abdul-Mateen II', 'Sacha Baron Cohen', 'Daniel Flaherty', 'Joseph Gordon-Levitt', 'Michael Keaton', 'Frank Langella', 'John Carroll Lynch', 'Eddie Redmayne', 'Noah Robbins', 'Mark Rylance', 'Alex Sharp', 'Jeremy Strong']",Alan Baumgarten,"['Paramount Pictures', 'Cross Creek Pictures', 'DreamWorks Pictures', 'Marc Platt Productions', 'ShivHans Pictures']",2020,0.81,35000000.0,Failure
1761,The Glorias,Julie Taymor,"['Julie Taymor', 'Lynn Hendee', 'Alex Saks']",Rodrigo Prieto,147.0,2020-01-26,"['Roadside Attractions', 'LD Entertainment']",English,"['Julie Taymor', 'Sarah Ruhl']","['Julianne Moore', 'Alicia Vikander', 'Timothy Hutton', 'Lorraine Toussaint', 'Janelle Monáe', 'Bette Midler']",Sabine Hoffman,"['Page Fifty-Four Pictures', 'Artemis Rising Foundation']",2020,0.4615384615384615,20000000.0,Failure
